Timestamp,TEA,FLAVOR,MILK,ICE [Ice Level],SWEETNESS [Sweetness Level],Toppings,NAME,,Started,Completed
11/8/2022 19:37:26,JSMN,KQ,,50%,50%,BOBA,Sofia 2 ,,TRUE,TRUE
11/8/2022 19:40:03,BSL,,Oat,,,BOBA,Emrys ,,TRUE,TRUE
11/8/2022 19:40:47,BLK,ROSE,MILK,25%,50%,BOBA,Anya ,,TRUE,TRUE
11/8/2022 19:41:25,DTYMTCH,,MILK,,,BOBA,Eli ,,TRUE,TRUE
11/8/2022 19:42:49,BLK,"KQ, MNGO",,25%,75%,,Iram,,TRUE,TRUE
11/8/2022 19:45:02,OLNG,"HNY, PCH",,50%,100%,LYCHEE,Jeremy,,TRUE,TRUE
11/8/2022 19:46:40,BSL,,MILK,,,BOBA,Larissa ,,TRUE,TRUE
11/8/2022 19:47:14,OLNG,PSNFRT,,25%,100%,POPPIN,Larissa 2,,TRUE,TRUE
11/8/2022 19:49:35,BLK,,MILK,25%,100%,BOBA,Shah,,TRUE,TRUE
11/8/2022 19:50:32,BSL,,MILK,,,BOBA,Daniel,,TRUE,TRUE
11/8/2022 19:51:18,BSL,,MILK,,,BOBA,Leo,,TRUE,TRUE
11/8/2022 19:52:01,THAI,,MILK,50%,75%,BOBA,Austin ,,TRUE,TRUE
11/8/2022 19:55:21,JSMN,,MILK,25%,50%,BOBA,Pacific ,,TRUE,TRUE
11/8/2022 19:55:52,BLK,ROSE,MILK,0%,50%,BOBA,serenat ,,TRUE,TRUE
11/8/2022 19:56:51,MTCH,,MILK,,,BOBA,Camille ,,TRUE,TRUE
11/8/2022 19:58:36,JSMN,,MILK,50%,50%,BOBA,Bella ,,TRUE,TRUE
11/8/2022 19:59:26,OLNG,"HNY, PCH",,0%,50%,BOBA,Joanna ,,TRUE,TRUE
11/8/2022 20:00:06,TARO,,Oat,50%,50%,BOBA,Samson ,,TRUE,TRUE
11/8/2022 20:00:47,JSMN,ROSE,MILK,25%,25%,LYCHEE,Sebastian ,,TRUE,TRUE
11/8/2022 20:03:09,OLNG,"HNY, PCH",,25%,100%,BOBA,michael,,TRUE,TRUE
11/8/2022 20:04:54,JSMN,"KQ, LYCH",,25%,50%,,jacob,,TRUE,TRUE
11/8/2022 20:05:18,BLK,ROSE,MILK,25%,100%,BOBA,noor <3,,TRUE,TRUE
11/8/2022 20:05:50,JSMN,"KQ, LYCH",,50%,50%,BOBA,zora,,TRUE,TRUE
11/8/2022 20:06:32,BLK,ROSE,MILK,0%,100%,BOBA,khairat,,TRUE,TRUE
11/8/2022 20:07:12,BLK,,MILK,0%,100%,BOBA,gordon,,TRUE,TRUE
11/8/2022 20:08:15,BLK,PCH,,0%,75%,BOBA,kayla,,TRUE,TRUE
11/8/2022 20:08:54,JSMN,ROSE,,0%,50%,LYCHEE,claire,,TRUE,TRUE
11/8/2022 20:09:48,JSMN,,MILK,25%,25%,BOBA,linda,,TRUE,TRUE
11/8/2022 20:10:12,BLK,,MILK,25%,75%,BOBA,jacqueline,,TRUE,TRUE
11/8/2022 20:18:41,MTCH,,Almond,,,BOBA,rosie,,TRUE,TRUE
11/8/2022 20:20:24,DTYMTCH,,Almond,,,BOBA,elisa,,TRUE,TRUE
11/8/2022 20:21:15,JSMN,"MNGO, PSNFRT",,50%,50%,BOBA,emilia,,TRUE,TRUE
11/8/2022 20:21:51,JSMN,,MILK,50%,50%,BOBA,angie,,TRUE,TRUE
11/8/2022 20:23:53,JSMN,PSNFRT,,25%,50%,LYCHEE,ari,,TRUE,TRUE
11/8/2022 20:25:21,BSL,,MILK,,,BOBA,steph,,TRUE,TRUE
11/8/2022 20:27:30,JSMN,,MILK,50%,50%,BOBA,derrick,,TRUE,TRUE
11/8/2022 20:32:12,JSMN,"MNGO, PSNFRT",,50%,25%,BOBA,mellie,,TRUE,TRUE
11/8/2022 20:37:28,JSMN,WNTML,MILK,25%,25%,BOBA,david,,TRUE,TRUE
11/8/2022 20:38:15,JSMN,WNTML,MILK,25%,25%,BOBA,vivian,,TRUE,TRUE
11/8/2022 20:38:51,THAI,,MILK,50%,50%,BOBA,eshanya,,TRUE,TRUE
11/8/2022 20:41:27,BSL,,MILK,,,BOBA,ellie,,TRUE,TRUE
11/8/2022 20:42:40,OLNG,,MILK,50%,50%,BOBA,gabriella,,TRUE,TRUE
11/8/2022 20:43:36,BSL,,MILK,,,BOBA,gabriella 2,,TRUE,TRUE
11/8/2022 20:44:16,BSL,,MILK,50%,,,london,,TRUE,TRUE
11/8/2022 20:44:46,MTCH,,MILK,,,POPPIN,abby,,TRUE,TRUE
11/8/2022 20:45:49,OLNG,LYCH,,25%,75%,LYCHEE,brooke,,TRUE,TRUE
11/8/2022 20:47:25,JSMN,"MNGO, PSNFRT",,25%,75%,,reyna,,TRUE,TRUE
11/8/2022 20:48:05,BSL,,MILK,25%,,,abby ,,TRUE,TRUE
11/8/2022 20:48:43,BLK,,MILK,0%,0%,LYCHEE,kayla,,TRUE,TRUE
11/8/2022 20:49:30,MTCH,,MILK,,,,abby,,TRUE,TRUE
11/8/2022 20:50:14,OLNG,"HNY, PCH",,25%,50%,,abby 2 ,,TRUE,TRUE
11/8/2022 20:50:42,OLNG,"HNY, PCH",,25%,50%,,abby 3,,TRUE,TRUE
11/8/2022 20:51:41,JSMN,"MNGO, PSNFRT",,50%,50%,POPPIN,kendrick,,TRUE,TRUE
11/8/2022 20:53:01,BLK,LYCH,,25%,100%,LYCHEE,alan,,TRUE,TRUE
11/8/2022 20:53:19,DTYMTCH,,MILK,,,,alan 2,,TRUE,TRUE
11/8/2022 20:55:59,JSMN,LYCH,,50%,75%,LYCHEE,max,,TRUE,TRUE
11/8/2022 20:56:46,OLNG,,MILK,25%,100%,LYCHEE,leslie,,TRUE,TRUE
11/8/2022 21:08:23,JSMN,"LYCH, MNGO",,25%,50%,LYCHEE,jonah,,TRUE,TRUE
11/8/2022 21:09:42,THAI,,MILK,0%,50%,,betsua,,TRUE,TRUE
11/8/2022 21:10:30,BSL,,MILK,,,,ryan,,TRUE,TRUE
11/8/2022 21:10:50,BSL,,MILK,,,,kishour,,TRUE,TRUE
11/8/2022 21:11:25,BLK,ROSE,MILK,75%,100%,,riaan,,TRUE,TRUE
11/8/2022 21:12:46,BLK,ROSE,MILK,50%,50%,LYCHEE,alan,,TRUE,TRUE
11/8/2022 21:13:34,TARO,,MILK,,,POPPIN,olivia,,TRUE,TRUE
11/8/2022 21:17:14,JSMN,,MILK,25%,75%,,rachel,,TRUE,TRUE
11/8/2022 21:18:29,TARO,,MILK,50%,75%,POPPIN,rohan,,TRUE,TRUE
11/8/2022 21:19:35,MTCH,,Oat,,,,taylor,,TRUE,TRUE
11/8/2022 21:20:03,OLNG,"HNY, PCH",,25%,25%,POPPIN,saatvik,,TRUE,TRUE
11/8/2022 21:21:01,JSMN,"LYCH, PSNFRT, PCH",,25%,50%,,katelyn,,TRUE,TRUE
11/8/2022 21:22:38,THAI,,MILK,25%,75%,POPPIN,bb,,TRUE,TRUE
11/8/2022 21:23:01,JSMN,,MILK,25%,50%,LYCHEE,bb,,TRUE,TRUE
11/8/2022 21:28:18,TARO,,Oat,,50%,LYCHEE,niketa,,TRUE,TRUE
11/8/2022 21:28:49,JSMN,MNGO,,25%,75%,LYCHEE,katelyn,,TRUE,TRUE
11/10/2022 19:02:14,JSMN,"KQ, LYCH",,25%,75%,LYCHEE,Ella,,TRUE,TRUE
11/10/2022 19:03:23,THAI,,MILK,25%,75%,BOBA,Bella,,TRUE,TRUE
11/10/2022 19:04:55,OLNG,LYCH,,0%,50%,LYCHEE,Nicole,,TRUE,TRUE
11/10/2022 19:25:45,OLNG,,MILK,25%,100%,BOBA,Leslie,,TRUE,TRUE
11/10/2022 19:26:38,JSMN,,MILK,0%,25%,"BOBA, LYCHEE",Sumitha,,TRUE,TRUE
11/10/2022 19:27:14,JSMN,,MILK,50%,50%,BOBA,bella 1,,TRUE,TRUE
11/10/2022 19:27:39,OLNG,"LYCH, PSNFRT",,75%,75%,BOBA,Bella 2,,TRUE,TRUE
11/10/2022 19:28:06,TARO,,MILK,50%,50%,,Bella 3,,TRUE,TRUE
11/10/2022 19:35:56,BSL,,MILK,,,BOBA,Leo,,TRUE,TRUE
11/10/2022 19:40:56,JSMN,PCH,,50%,25%,BOBA,Sophia 1,,TRUE,TRUE
11/10/2022 19:41:22,JSMN,KQ,,75%,50%,BOBA,Sophia 2,,TRUE,TRUE
11/10/2022 19:42:08,MTCH,,MILK,,,BOBA,Kayla,,TRUE,TRUE
11/10/2022 19:44:06,OLNG,MNGO,,50%,50%,LYCHEE,Aiden,,TRUE,TRUE
11/10/2022 19:44:54,BLK,ROSE,MILK,50%,50%,BOBA,Elena,,TRUE,TRUE
11/10/2022 19:46:16,BLK,"MNGO, PSNFRT",,25%,75%,BOBA,Iram ,,TRUE,TRUE
11/10/2022 19:47:22,JSMN,"MNGO, PSNFRT",,0%,75%,BOBA,Yuhang,,TRUE,TRUE
11/10/2022 19:53:27,JSMN,"ROSE, WNTML",,50%,25%,BOBA,Zoe (small boba),,TRUE,TRUE
11/10/2022 20:00:06,TARO,,MILK,0%,50%,BOBA,Shah,,TRUE,TRUE
11/10/2022 20:01:39,OLNG,"LYCH, PSNFRT, PCH",,25%,50%,,Kaylin,,TRUE,TRUE
11/10/2022 20:02:13,MTCH,,MILK,,,BOBA,Orezi (less boba),,TRUE,TRUE
11/10/2022 20:05:03,JSMN,,MILK,50%,50%,BOBA,ISabelle,,TRUE,TRUE
11/10/2022 20:05:46,JSMN,"KQ, LYCH",,50%,50%,LYCHEE,Tramy,,TRUE,TRUE
11/10/2022 20:06:38,THAI,,MILK,25%,75%,BOBA,Lucy,,TRUE,TRUE
11/10/2022 20:07:13,BSL,,Almond,,,BOBA,Am,,TRUE,TRUE
11/10/2022 20:08:21,OLNG,,MILK,0%,50%,BOBA,Amy,,TRUE,TRUE
11/10/2022 20:09:08,JSMN,LYCH,,0%,75%,BOBA,Emma 1,,TRUE,TRUE
11/10/2022 20:09:27,JSMN,LYCH,,100%,50%,LYCHEE,Amy 2,,TRUE,TRUE
11/10/2022 20:09:53,OLNG,"HNY, PCH",,0%,50%,POPPIN,Amy 3,,TRUE,TRUE
11/10/2022 20:11:15,JSMN,PCH,,50%,50%,BOBA,Zora,,TRUE,TRUE
11/10/2022 20:11:53,BLK,,MILK,25%,75%,BOBA,Jaqueline,,TRUE,TRUE
11/10/2022 20:12:35,TARO,,MILK,50%,75%,BOBA,Satena,,TRUE,TRUE
11/10/2022 20:14:04,TARO,,Oat,50%,50%,BOBA,Matt 1,,TRUE,TRUE
11/10/2022 20:14:16,TARO,,MILK,50%,50%,BOBA,Matt 2,,TRUE,TRUE
11/10/2022 20:15:00,JSMN,PSNFRT,,50%,50%,BOBA,Anna,,TRUE,TRUE
11/10/2022 20:16:16,DTYMTCH,,Oat,,,BOBA,Risa,,TRUE,TRUE
11/10/2022 20:16:45,BSL,,MILK,,,BOBA,Veronica,,TRUE,TRUE
11/10/2022 20:17:33,OLNG,"HNY, PCH",,50%,50%,LYCHEE,Emrys,,TRUE,TRUE
11/10/2022 20:18:44,JSMN,"KQ, LYCH",,75%,75%,LYCHEE,Esteban,,TRUE,TRUE
11/10/2022 20:19:45,JSMN,,MILK,100%,50%,BOBA,Anya 1,,TRUE,TRUE
11/10/2022 20:20:13,BLK,ROSE,MILK,25%,50%,BOBA,Anya 2,,TRUE,TRUE
11/10/2022 20:20:42,BLK,MNGO,,0%,50%,BOBA,Anya 3,,TRUE,TRUE
11/10/2022 20:21:53,JSMN,WNTML,MILK,100%,50%,BOBA,Lee,,TRUE,TRUE
11/10/2022 20:22:04,THAI,,MILK,100%,100%,BOBA,Lee 2,,TRUE,TRUE
11/10/2022 20:23:45,JSMN,"MNGO, PSNFRT",,75%,50%,POPPIN,Alex,,TRUE,TRUE
11/10/2022 20:24:36,MTCH,,MILK,,,"BOBA, LYCHEE",Emma,,TRUE,TRUE
11/10/2022 20:25:23,BLK,ROSE,MILK,50%,50%,BOBA,Joey,,TRUE,TRUE
11/10/2022 20:26:00,OLNG,"HNY, PCH",,50%,50%,POPPIN,Katie,,TRUE,TRUE
11/10/2022 20:26:32,BSL,,MILK,,,BOBA,Steph,,TRUE,TRUE
11/10/2022 20:27:10,BLK,,MILK,100%,100%,BOBA,Ava,,TRUE,TRUE
11/10/2022 20:28:20,TARO,,Soy,50%,0%,BOBA,Daniella,,TRUE,TRUE
11/10/2022 20:28:52,MTCH,,Almond,,,,Rosie (extra ice),,TRUE,TRUE
11/10/2022 20:29:55,BSL,,MILK,,,BOBA,Ananya,,TRUE,TRUE
11/10/2022 20:30:34,BSL,,MILK,,,BOBA,Arjun,,TRUE,TRUE
11/10/2022 20:31:10,TARO,,MILK,100%,100%,BOBA,Waldo,,TRUE,TRUE
11/10/2022 20:31:49,TARO,,MILK,25%,50%,BOBA,Steven,,TRUE,TRUE
11/10/2022 20:32:44,JSMN,"LYCH, PSNFRT, PCH",,25%,25%,BOBA,Julianne,,TRUE,TRUE
11/10/2022 20:33:13,JSMN,"MNGO, PSNFRT",,50%,50%,"BOBA, LYCHEE",Sarah,,TRUE,TRUE
11/10/2022 20:34:11,BLK,,MILK,100%,100%,BOBA,Sophia,,TRUE,TRUE
11/10/2022 20:34:40,OLNG,"HNY, PCH",,100%,100%,,Jo,,TRUE,TRUE
11/10/2022 20:35:15,OLNG,,MILK,25%,25%,BOBA,Yifan,,TRUE,TRUE
11/10/2022 20:36:26,MTCH,,Almond,0%,100%,BOBA,Koji,,TRUE,TRUE
11/10/2022 20:38:33,MTCH,,MILK,,,BOBA,Camille,,TRUE,TRUE
11/10/2022 20:41:44,OLNG,PSNFRT,,25%,50%,BOBA,William,,TRUE,TRUE
11/10/2022 20:42:22,BLK,,,25%,0%,LYCHEE,Zosia,,TRUE,TRUE
11/10/2022 20:45:07,OLNG,"HNY, PCH",,25%,75%,BOBA,Alice,,TRUE,TRUE
11/10/2022 20:45:57,BSL,,Almond,,,BOBA,Ally,,TRUE,TRUE
11/10/2022 20:46:45,JSMN,"MNGO, PSNFRT",,0%,50%,POPPIN,Kim,,TRUE,TRUE
11/10/2022 20:48:54,MTCH,,MILK,,,,Daisy,,TRUE,TRUE
11/10/2022 20:49:35,JSMN,"MNGO, PSNFRT",,25%,25%,,Isabelle,,TRUE,TRUE
11/10/2022 20:50:16,BLK,ROSE,MILK,50%,25%,BOBA,Emily,,TRUE,TRUE
11/10/2022 20:50:57,OLNG,"HNY, PCH",,25%,75%,BOBA,Dean,,TRUE,TRUE
11/10/2022 20:55:16,OLNG,,Oat,25%,25%,BOBA,Ada,,TRUE,TRUE
11/10/2022 20:56:39,DTYMTCH,,MILK,,,BOBA,Timi (2% milk),,TRUE,TRUE
11/10/2022 20:57:01,JSMN,"MNGO, PSNFRT",,25%,75%,BOBA,Stephanie 1,,TRUE,TRUE
11/10/2022 20:57:22,THAI,,MILK,25%,50%,BOBA,Stephanie 2,,TRUE,TRUE
11/10/2022 20:59:36,BLK,,MILK,50%,75%,BOBA,Natalie,,TRUE,TRUE
11/10/2022 21:00:10,TARO,,MILK,50%,50%,BOBA,Claire,,TRUE,TRUE
11/10/2022 21:01:09,BLK,ROSE,MILK,50%,50%,BOBA,Megan 1,,TRUE,TRUE
11/10/2022 21:01:27,JSMN,PCH,,25%,75%,LYCHEE,Megan 2,,TRUE,TRUE
11/10/2022 21:02:47,TARO,,MILK,25%,100%,BOBA,Blessing,,TRUE,TRUE
11/10/2022 21:03:49,THAI,,MILK,25%,75%,BOBA,issa 1,,TRUE,TRUE
11/10/2022 21:04:22,THAI,,MILK,25%,50%,BOBA,gabby ,,TRUE,TRUE
11/10/2022 21:06:05,BLK,ROSE,MILK,25%,25%,BOBA,christina ,,TRUE,TRUE
11/10/2022 21:06:55,BSL,,MILK,,,BOBA,sarah ,,TRUE,TRUE
11/10/2022 21:07:26,OLNG,,MILK,50%,50%,BOBA,ella ,,TRUE,TRUE
11/10/2022 21:08:14,OLNG,"HNY, PCH",,0%,50%,BOBA,zheous,,TRUE,TRUE
11/10/2022 21:10:03,THAI,,MILK,0%,50%,BOBA,reese 1,,TRUE,TRUE
11/10/2022 21:10:16,THAI,,MILK,0%,50%,BOBA,reese 2,,TRUE,TRUE
11/10/2022 21:11:02,THAI,,MILK,50%,50%,BOBA,aiden ,,TRUE,TRUE
11/10/2022 21:13:10,JSMN,"MNGO, PSNFRT",,0%,50%,POPPIN,allan ,,TRUE,TRUE
11/10/2022 21:14:46,THAI,,MILK,25%,50%,BOBA,ivan,,TRUE,TRUE
11/10/2022 21:16:01,DTYMTCH,,MILK,,,BOBA,grace ,,TRUE,TRUE
11/10/2022 21:16:33,JSMN,WNTML,MILK,50%,75%,BOBA,max ,,TRUE,TRUE
11/10/2022 21:17:34,BLK,ROSE,MILK,25%,50%,BOBA,larry ,,TRUE,TRUE
11/10/2022 21:18:33,BLK,,MILK,25%,25%,BOBA,ruth ,,TRUE,TRUE
11/10/2022 21:20:07,BSL,,MILK,0%,,BOBA,rom ,,TRUE,TRUE
11/10/2022 21:20:30,JSMN,,MILK,0%,75%,BOBA,josh 1,,TRUE,TRUE
11/10/2022 21:20:57,BLK,ROSE,,50%,50%,BOBA,josh 2,,TRUE,TRUE
11/10/2022 21:21:46,OLNG,,MILK,50%,50%,BOBA,sam ,,TRUE,TRUE
11/10/2022 21:22:25,JSMN,LYCH,,25%,50%,,sydney ,,TRUE,TRUE
11/10/2022 21:22:57,THAI,,MILK,50%,75%,BOBA,blue 1,,TRUE,TRUE
11/10/2022 21:23:30,BLK,,MILK,50%,100%,BOBA,katie ,,TRUE,TRUE
11/10/2022 21:25:03,JSMN,"KQ, LYCH",,25%,100%,LYCHEE,mars ,,TRUE,TRUE
11/10/2022 21:26:44,JSMN,WNTML,,50%,50%,BOBA,alan ,,TRUE,TRUE
11/10/2022 21:28:03,OLNG,,MILK,0%,50%,,emily ,,TRUE,TRUE
11/10/2022 21:28:26,MTCH,,MILK,,,,ivy ,,TRUE,TRUE
11/10/2022 21:29:17,THAI,,MILK,25%,50%,BOBA,gia ,,TRUE,TRUE
11/10/2022 21:30:12,BLK,ROSE,MILK,25%,25%,BOBA,ashley ,,TRUE,TRUE
11/10/2022 21:33:47,JSMN,"MNGO, PSNFRT",,50%,50%,,ethan ,,TRUE,TRUE
11/10/2022 21:34:11,OLNG,,MILK,50%,75%,BOBA,ruthie ,,TRUE,TRUE
11/10/2022 21:34:46,THAI,,MILK,25%,75%,BOBA,sabrina ,,TRUE,TRUE
11/10/2022 21:35:11,BSL,,MILK,,,BOBA,lucia ,,TRUE,TRUE
11/10/2022 21:36:19,JSMN,"KQ, LYCH",,0%,50%,,georgia ,,TRUE,TRUE
11/10/2022 21:37:31,JSMN,"MNGO, PSNFRT",,75%,75%,BOBA,emrys ,,TRUE,TRUE
11/10/2022 21:38:13,DTYMTCH,,MILK,,,BOBA,hiwot ,,TRUE,TRUE
11/10/2022 21:38:47,MTCH,,MILK,,,BOBA,karin ,,TRUE,TRUE
11/10/2022 21:39:51,MTCH,,MILK,,,BOBA,charlotte ,,TRUE,TRUE
11/10/2022 21:40:42,DTYMTCH,,MILK,,,BOBA,fede (feh deh),,TRUE,TRUE
11/10/2022 21:41:59,JSMN,"MNGO, PSNFRT",,25%,50%,POPPIN,tsion (see-ohn ),,TRUE,TRUE
11/10/2022 21:42:45,BSL,,MILK,,,BOBA,gabby ,,TRUE,TRUE
11/10/2022 21:45:12,OLNG,"MNGO, PSNFRT, ROSE",Oat,25%,50%,BOBA,alexej (alexy),,TRUE,TRUE
11/10/2022 21:45:40,JSMN,WNTML,MILK,25%,25%,BOBA,jessica ,,TRUE,TRUE
11/10/2022 21:46:20,BLK,,MILK,0%,75%,BOBA,aditi ,,TRUE,TRUE
11/10/2022 21:47:06,JSMN,WNTML,MILK,25%,50%,BOBA,christine ,,TRUE,TRUE
11/10/2022 21:47:38,DTYMTCH,,MILK,,,BOBA,jimin ,,TRUE,TRUE
11/10/2022 21:48:01,BSL,,MILK,,,BOBA,liam ,,TRUE,TRUE
11/10/2022 21:49:15,OLNG,"MNGO, PSNFRT",,25%,75%,BOBA,anais ,,TRUE,b 
11/10/2022 21:50:29,OLNG,"MNGO, PSNFRT",,50%,75%,BOBA,mariana ,,TRUE,TRUE
11/10/2022 21:51:15,OLNG,"MNGO, PSNFRT",,50%,50%,BOBA,tristen 1,,TRUE,TRUE
11/10/2022 21:51:47,BLK,ROSE,MILK,50%,50%,BOBA,tristen 2 ,,TRUE,TRUE
11/10/2022 21:52:51,BLK,WNTML,MILK,50%,50%,BOBA,brianna ,,TRUE,TRUE
11/10/2022 21:54:02,BLK,"MNGO, PSNFRT",,25%,25%,BOBA,adam ,,TRUE,TRUE
11/15/2022 19:06:23,JSMN,"MNGO, PSNFRT",,25%,75%,BOBA,stephanie ,,TRUE,TRUE
11/15/2022 19:07:21,BLK,,MILK,25%,75%,BOBA,ishika ,,TRUE,TRUE
11/15/2022 19:08:02,BLK,,MILK,25%,100%,BOBA,May,,TRUE,TRUE
11/15/2022 19:08:47,JSMN,"MNGO, PSNFRT",,100%,50%,LYCHEE,alison,,TRUE,TRUE
11/15/2022 19:09:56,OLNG,,MILK,25%,25%,LYCHEE,richard ,,TRUE,TRUE
11/15/2022 19:10:26,JSMN,"MNGO, PSNFRT",,25%,50%,BOBA,kiana,,TRUE,TRUE
11/15/2022 19:11:55,JSMN,"LYCH, ROSE",MILK,25%,75%,BOBA,Jenna ,,TRUE,TRUE
11/15/2022 19:12:33,JSMN,"MNGO, PSNFRT",,0%,25%,POPPIN,lucy ,,TRUE,TRUE
11/15/2022 19:13:38,BSL,,MILK,,,BOBA,lucienne ,,TRUE,TRUE
11/15/2022 19:14:10,MTCH,,MILK,,,BOBA,jimin,,TRUE,TRUE
11/15/2022 19:14:40,BLK,,MILK,50%,50%,BOBA,liam ,,TRUE,TRUE
11/15/2022 19:17:40,THAI,,MILK,25%,75%,BOBA,taylor ,,TRUE,TRUE
11/15/2022 19:20:48,JSMN,"MNGO, PSNFRT",,25%,75%,BOBA,taylor ,,TRUE,TRUE
11/15/2022 19:21:26,TARO,,Oat,50%,50%,BOBA,matt 1,,TRUE,TRUE
11/15/2022 19:21:54,TARO,,Oat,50%,50%,BOBA,nikita ,,TRUE,TRUE
11/15/2022 19:22:59,TARO,,MILK,50%,100%,BOBA,maddie ,,TRUE,TRUE
11/15/2022 19:23:21,BLK,ROSE,MILK,25%,100%,BOBA,stella ,,TRUE,TRUE
11/15/2022 19:25:27,OLNG,"HNY, PCH",,100%,50%,BOBA,Tara ,,TRUE,TRUE
11/15/2022 19:25:54,JSMN,,MILK,50%,75%,BOBA,zee,,TRUE,TRUE
11/15/2022 19:26:39,JSMN,PSNFRT,,50%,75%,BOBA,paul ,,TRUE,TRUE
11/15/2022 19:27:30,THAI,,MILK,100%,100%,BOBA,Tara ,,TRUE,TRUE
11/15/2022 19:28:24,THAI,,MILK,100%,50%,BOBA,chia ,,TRUE,TRUE
11/15/2022 19:28:50,JSMN,,MILK,25%,25%,BOBA,le 1 ,,TRUE,TRUE
11/15/2022 19:29:16,JSMN,"KQ, LYCH",,50%,50%,BOBA,le 2,,TRUE,TRUE
11/15/2022 19:30:49,BLK,"MNGO, PSNFRT",,25%,100%,BOBA,zach ,,TRUE,TRUE
11/15/2022 19:31:15,THAI,,MILK,75%,25%,BOBA,kendrick ,,TRUE,TRUE
11/15/2022 19:31:44,JSMN,"MNGO, PSNFRT",,25%,75%,POPPIN,hadley ,,TRUE,TRUE
11/15/2022 19:32:47,JSMN,,MILK,50%,75%,BOBA,emma ,,TRUE,TRUE
11/15/2022 19:33:13,JSMN,,MILK,50%,75%,BOBA,Kate ,,TRUE,TRUE
11/15/2022 19:33:47,JSMN,"MNGO, PSNFRT",,50%,75%,LYCHEE,kevin ,,TRUE,TRUE
11/15/2022 19:34:37,OLNG,,MILK,50%,75%,BOBA,ella ,,TRUE,TRUE
11/15/2022 19:37:23,THAI,,MILK,50%,100%,,Jenn ,,TRUE,TRUE
11/15/2022 19:38:32,BSL,,MILK,,,BOBA,eli ,,TRUE,TRUE
11/15/2022 19:42:35,BSL,,MILK,,,BOBA,steven ,,TRUE,TRUE
11/15/2022 19:46:46,BLK,PCH,,0%,100%,POPPIN,daniel ,,TRUE,TRUE
11/15/2022 19:47:25,OLNG,PCH,,50%,50%,LYCHEE,sam ,,TRUE,TRUE
11/15/2022 19:47:58,JSMN,"MNGO, PSNFRT",,50%,50%,POPPIN,emma ,,TRUE,TRUE
11/15/2022 19:49:15,OLNG,,MILK,50%,75%,BOBA,ruthie ,,TRUE,TRUE
11/15/2022 19:50:23,OLNG,"HNY, PCH",,50%,75%,BOBA,sabrina ,,TRUE,TRUE
11/15/2022 19:50:48,BSL,,MILK,,,BOBA,grace ,,TRUE,TRUE
11/15/2022 19:51:26,OLNG,"HNY, PCH",,25%,50%,LYCHEE,sydney ,,TRUE,TRUE
11/15/2022 19:53:03,BLK,,MILK,50%,100%,,necdet ,,TRUE,TRUE
11/15/2022 19:53:49,BLK,ROSE,,0%,50%,BOBA,serenat,,TRUE,TRUE
11/15/2022 19:54:33,JSMN,,MILK,25%,50%,BOBA,pacific (very little ice),,TRUE,TRUE
11/15/2022 19:56:02,JSMN,"KQ, LYCH",,25%,75%,LYCHEE,ella ,,TRUE,TRUE
11/15/2022 19:56:49,JSMN,"KQ, LYCH",,25%,25%,LYCHEE,eli ,,TRUE,TRUE
11/15/2022 19:57:23,TARO,,MILK,75%,75%,BOBA,joey ,,TRUE,TRUE
11/15/2022 19:58:35,THAI,,MILK,0%,50%,"BOBA, LYCHEE",stella ,,TRUE,TRUE
11/15/2022 19:59:19,TARO,,Almond,0%,50%,BOBA,fiona ,,TRUE,TRUE
11/15/2022 20:00:00,JSMN,"MNGO, PSNFRT",,50%,25%,LYCHEE,soha ,,TRUE,TRUE
11/15/2022 20:02:01,BSL,,Oat,,,BOBA,sofia (extra boba 1,,TRUE,TRUE
11/15/2022 20:03:00,JSMN,PCH,,50%,25%,"BOBA, LYCHEE",sofia ,,TRUE,TRUE
11/15/2022 20:03:41,OLNG,,MILK,25%,100%,BOBA,leslie ,,TRUE,TRUE
11/15/2022 20:04:44,JSMN,"KQ, LYCH",,50%,75%,LYCHEE,lauren,,TRUE,TRUE
11/15/2022 20:06:05,BLK,,MILK,50%,75%,BOBA,simi - add brown sugar,,TRUE,TRUE
11/15/2022 20:07:28,MTCH,,Oat,,,BOBA,kasey,,TRUE,TRUE
11/15/2022 20:08:14,BLK,ROSE,MILK,25%,25%,LYCHEE,charlotte,,TRUE,TRUE
11/15/2022 20:08:48,JSMN,"MNGO, PSNFRT",,50%,25%,BOBA,zora,,TRUE,TRUE
11/15/2022 20:09:56,BSL,,MILK,,,BOBA,maya,,TRUE,TRUE
11/15/2022 20:10:34,JSMN,"KQ, LYCH",,50%,50%,BOBA,lee,,TRUE,TRUE
11/15/2022 20:11:34,BLK,PCH,,50%,50%,POPPIN,hannah,,TRUE,TRUE
11/15/2022 20:12:13,BSL,,MILK,,,BOBA,ben,,TRUE,TRUE
11/15/2022 20:12:42,BLK,ROSE,MILK,25%,50%,BOBA,aiden,,TRUE,TRUE
11/15/2022 20:13:21,JSMN,"MNGO, PSNFRT",,25%,50%,BOBA,aiden 2,,TRUE,TRUE
11/15/2022 20:13:57,BSL,,MILK,,,BOBA,leo,,TRUE,TRUE
11/15/2022 20:14:32,BLK,ROSE,MILK,0%,75%,BOBA,kyrat,,TRUE,TRUE
11/15/2022 20:15:02,BLK,ROSE,MILK,50%,50%,BOBA,sarah,,TRUE,TRUE
