Timestamp,TEA,FLAVOR,MILK,ICE [Ice Level],SWEETNESS [Sweetness Level],Toppings,NAME,,Started,Completed
10/25/2022 21:27:13,SPECIAL,,,,,,Julia,,TRUE,TRUE
10/25/2022 21:27:43,SPECIAL,,,,,,Allison,,TRUE,TRUE
10/25/2022 21:28:36,OLNG,"HNY, PCH",,25%,25%,,Eve,,TRUE,TRUE
10/25/2022 21:29:18,OLNG,MNGO,,0%,50%,,Katherine,,TRUE,TRUE
10/25/2022 21:30:21,THAI,,MILK,75%,75%,,Manu,,TRUE,TRUE
10/25/2022 21:32:02,TARO,,MILK,25%,50%,LYCHEE,Eli,,TRUE,TRUE
10/25/2022 21:33:50,OLNG,"LYCH, PSNFRT, PCH",,25%,100%,,Kaylin,,TRUE,TRUE
10/25/2022 21:34:30,DTYMTCH,,MILK,,,,Omaru,,TRUE,TRUE
10/25/2022 21:35:23,TARO,,MILK,25%,100%,,Estella Laboratory,,TRUE,TRUE
10/25/2022 21:38:51,THAI,,MILK,50%,100%,,Zyad,,TRUE,TRUE
10/27/2022 19:08:36,SPECIAL,,,,,BOBA,Rohan,,TRUE,TRUE
10/27/2022 19:09:32,SPECIAL,,,,,BOBA,Matt 1,,TRUE,TRUE
10/27/2022 19:09:45,SPECIAL,,,,,BOBA,Matt 2,,TRUE,TRUE
10/27/2022 19:10:25,SPECIAL,,,,,BOBA,Anna,,TRUE,TRUE
10/27/2022 19:11:11,JSMN,"MNGO, PCH",,100%,100%,BOBA,Kaylin,,TRUE,TRUE
10/27/2022 19:12:02,JSMN,"KQ, MNGO",,50%,50%,BOBA,Desa,,TRUE,TRUE
10/27/2022 19:12:40,TARO,,Oat,50%,25%,BOBA,Hannah,,TRUE,TRUE
10/27/2022 19:13:26,DTYMTCH,,MILK,,,BOBA,Maya,,TRUE,TRUE
10/27/2022 19:14:20,THAI,,MILK,0%,100%,,Elle,,TRUE,TRUE
10/27/2022 19:14:42,JSMN,"MNGO, PSNFRT",,50%,25%,LYCHEE,Richard 1,,TRUE,TRUE
10/27/2022 19:15:03,BLK,PSNFRT,,0%,25%,BOBA,Richard 2,,TRUE,TRUE
10/27/2022 19:16:09,JSMN,"MNGO, PSNFRT",,0%,25%,BOBA,Katrina,,TRUE,TRUE
10/27/2022 19:16:54,OLNG,,MILK,50%,100%,BOBA,Leslie,,TRUE,TRUE
10/27/2022 19:17:34,BLK,ROSE,MILK,25%,50%,BOBA,Uli,,TRUE,TRUE
10/27/2022 19:18:08,JSMN,,MILK,0%,50%,BOBA,Serena,,TRUE,TRUE
10/27/2022 19:19:00,BSL,,MILK,,,BOBA,Daniel,,TRUE,TRUE
10/27/2022 19:19:51,JSMN,"MNGO, PSNFRT",,25%,100%,BOBA,Danny,,TRUE,TRUE
10/27/2022 19:20:41,JSMN,"KQ, LYCH",,50%,50%,BOBA,Jordan 1,,TRUE,TRUE
10/27/2022 19:21:03,JSMN,PCH,,50%,50%,BOBA,Jordan 2,,TRUE,TRUE
10/27/2022 19:21:25,JSMN,PSNFRT,,50%,50%,"BOBA, LYCHEE",Jordan 3,,TRUE,TRUE
10/27/2022 19:23:23,THAI,,MILK,25%,50%,BOBA,Daniel,,TRUE,TRUE
10/27/2022 19:24:13,OLNG,"HNY, PCH",,100%,75%,LYCHEE,Lauren,,TRUE,TRUE
10/27/2022 19:25:08,THAI,,MILK,100%,100%,BOBA,Aiko,,TRUE,TRUE
10/27/2022 19:25:58,JSMN,,MILK,50%,25%,BOBA,Irene,,TRUE,TRUE
10/27/2022 19:26:46,BSL,,,50%,50%,BOBA,Phyllis,,TRUE,TRUE
10/27/2022 19:27:29,BSL,,MILK,,,BOBA,Sam ,,TRUE,TRUE
10/27/2022 19:27:58,SPECIAL,,,,,BOBA,Leina,,TRUE,TRUE
10/27/2022 19:28:36,JSMN,"MNGO, PSNFRT",,25%,75%,LYCHEE,Bianca,,TRUE,TRUE
10/27/2022 19:33:46,THAI,,MILK,25%,75%,BOBA,Bob,,TRUE,TRUE
10/27/2022 19:37:09,BSL,,MILK,,,BOBA,Leo,,TRUE,TRUE
10/27/2022 19:40:51,THAI,,MILK,25%,75%,BOBA,taylor,,TRUE,TRUE
10/27/2022 19:41:27,THAI,,MILK,100%,50%,BOBA,amanda,,TRUE,TRUE
10/27/2022 19:43:58,JSMN,,MILK,50%,50%,BOBA,maria,,TRUE,TRUE
10/27/2022 19:44:58,JSMN,"KQ, LYCH",,25%,50%,POPPIN,verna,,TRUE,TRUE
10/27/2022 19:46:22,JSMN,"PSNFRT, PCH",,25%,75%,,iram,,TRUE,TRUE
10/27/2022 19:47:12,BSL,,MILK,,,BOBA,hadley,,TRUE,TRUE
10/27/2022 19:47:58,JSMN,"KQ, LYCH",,25%,75%,,hannah,,TRUE,TRUE
10/27/2022 19:49:02,TARO,,Oat,,25%,BOBA,kendra,,TRUE,TRUE
10/27/2022 19:49:53,BLK,,MILK,25%,100%,LYCHEE,akosua,,TRUE,TRUE
10/27/2022 19:50:33,JSMN,,MILK,50%,50%,BOBA,bella,,TRUE,TRUE
10/27/2022 19:51:12,SPECIAL,,,,,BOBA,angie 1,,TRUE,TRUE
10/27/2022 19:51:22,SPECIAL,,,,,BOBA,angie 2,,TRUE,TRUE
10/27/2022 19:52:04,BLK,,MILK,75%,75%,BOBA,angie 3,,TRUE,TRUE
10/27/2022 19:53:18,BLK,"LYCH, PSNFRT",,50%,50%,,michelle,,TRUE,TRUE
10/27/2022 19:54:07,TARO,,MILK,25%,75%,BOBA,andrea,,TRUE,TRUE
10/27/2022 19:54:59,SPECIAL,,,,,BOBA,zoe less strawberry,,TRUE,TRUE
10/27/2022 19:57:09,JSMN,WNTML,MILK,50%,50%,BOBA,Emma 1,,TRUE,TRUE
10/27/2022 19:57:40,JSMN,"MNGO, PSNFRT",,50%,50%,POPPIN,Emma 2,,TRUE,TRUE
10/27/2022 19:58:45,JSMN,"MNGO, PSNFRT",,25%,25%,BOBA,Lily,,TRUE,TRUE
10/27/2022 20:03:09,TARO,,MILK,25%,75%,BOBA,Grace,,TRUE,TRUE
10/27/2022 20:05:48,THAI,,Oat,25%,50%,BOBA,endo ,,TRUE,TRUE
10/27/2022 20:06:37,JSMN,"MNGO, PSNFRT",,50%,50%,BOBA,zora ,,TRUE,TRUE
10/27/2022 20:07:06,BSL,,MILK,,,BOBA,emrys ,,TRUE,TRUE
10/27/2022 20:07:56,BLK,ROSE,MILK,0%,100%,BOBA,khairat 1,,TRUE,TRUE
10/27/2022 20:08:10,THAI,,MILK,0%,100%,BOBA,khairat 2 ,,TRUE,TRUE
10/27/2022 20:09:28,BLK,"LYCH, PSNFRT",,25%,100%,LYCHEE,katelyn,,TRUE,TRUE
10/27/2022 20:10:00,SPECIAL,,,,,POPPIN,katie ,,TRUE,TRUE
10/27/2022 20:11:20,MTCH,,MILK,,,BOBA,emilio ,,TRUE,TRUE
10/27/2022 20:12:37,JSMN,"KQ, LYCH",,25%,50%,BOBA,viven ,,TRUE,TRUE
10/27/2022 20:13:29,JSMN,WNTML,MILK,25%,25%,BOBA,david ,,TRUE,TRUE
10/27/2022 20:14:56,SPECIAL,,,,,BOBA,chau ,,TRUE,TRUE
10/27/2022 20:15:56,TARO,,Oat,50%,50%,BOBA,nikita ,,TRUE,TRUE
10/27/2022 20:17:09,TARO,,MILK,50%,50%,BOBA,charlotte ,,TRUE,TRUE
10/27/2022 20:18:03,THAI,,MILK,25%,25%,BOBA,arman ,,TRUE,TRUE
10/27/2022 20:19:37,OLNG,,Soy,25%,100%,BOBA,johnathan ,,TRUE,TRUE
10/27/2022 20:20:23,JSMN,WNTML,Almond,25%,50%,BOBA,ethan ,,TRUE,TRUE
10/27/2022 20:21:30,OLNG,,MILK,25%,100%,BOBA,owen ,,TRUE,TRUE
10/27/2022 20:22:03,TARO,,MILK,50%,100%,BOBA,evan ,,TRUE,TRUE
10/27/2022 20:22:50,TARO,,MILK,50%,75%,BOBA,cameron,,TRUE,TRUE
10/27/2022 20:23:43,BSL,,MILK,25%,,BOBA,arjun ,,TRUE,TRUE
10/27/2022 20:24:20,BLK,,MILK,25%,75%,BOBA,jacky 1,,TRUE,TRUE
10/27/2022 20:25:18,TARO,,MILK,25%,100%,BOBA,rosie 1 ,,TRUE,TRUE
10/27/2022 20:25:43,MTCH,,Almond,,,BOBA,rosie 2 ,,TRUE,TRUE
10/27/2022 20:27:28,BLK,,MILK,25%,100%,BOBA,ava ,,TRUE,TRUE
10/27/2022 20:29:07,TARO,,Soy,0%,0%,BOBA,daniella ,,TRUE,TRUE
10/27/2022 20:29:53,BLK,PSNFRT,,25%,50%,BOBA,luis ,,TRUE,TRUE
10/27/2022 20:30:37,TARO,,Soy,50%,25%,,andrew ,,TRUE,TRUE
10/27/2022 20:31:07,OLNG,,MILK,0%,75%,BOBA,trisha ,,TRUE,TRUE
10/27/2022 20:32:26,OLNG,,MILK,25%,100%,BOBA,natalia ,,TRUE,TRUE
10/27/2022 20:32:51,BSL,,MILK,,,BOBA,thira ,,TRUE,TRUE
10/27/2022 20:33:22,BSL,,MILK,,,BOBA,ishika ,,TRUE,TRUE
10/27/2022 20:34:21,MTCH,,Almond,,,BOBA,sanah ,,TRUE,TRUE
10/27/2022 20:34:54,OLNG,"HNY, PCH",,50%,100%,LYCHEE,jeremy,,TRUE,TRUE
10/27/2022 20:35:39,JSMN,,MILK,25%,100%,BOBA,annalise ,,TRUE,TRUE
10/27/2022 20:36:17,SPECIAL,,,,,BOBA,tabitha ,,TRUE,TRUE
10/27/2022 20:37:30,JSMN,"MNGO, PSNFRT",,50%,50%,LYCHEE,amy ,,TRUE,TRUE
10/27/2022 20:38:37,OLNG,,MILK,0%,50%,BOBA,amy 2 ,,TRUE,TRUE
10/27/2022 20:40:02,JSMN,"MNGO, PSNFRT",,25%,50%,LYCHEE,caleb ,,TRUE,TRUE
10/27/2022 20:40:42,THAI,,MILK,25%,75%,BOBA,aldo ,,TRUE,TRUE
10/27/2022 20:41:52,SPECIAL,,,,,BOBA,ruth ,,TRUE,TRUE
10/27/2022 20:42:30,TARO,,MILK,25%,25%,BOBA,will ,,TRUE,TRUE
10/27/2022 20:44:18,TARO,,MILK,25%,75%,BOBA,anna ,,TRUE,TRUE
10/27/2022 20:44:59,TARO,,Soy,25%,25%,BOBA,amalia ,,TRUE,TRUE
10/27/2022 20:47:09,BSL,,MILK,,,LYCHEE,elle ,,TRUE,TRUE
10/27/2022 20:48:01,BLK,ROSE,MILK,25%,50%,LYCHEE,elle 2,,TRUE,TRUE
10/27/2022 20:49:11,OLNG,,MILK,50%,75%,POPPIN,ruthie ,,TRUE,TRUE
10/27/2022 20:50:55,SPECIAL,,,,,BOBA,sabrina ,,TRUE,TRUE
10/27/2022 20:51:29,THAI,,MILK,50%,50%,BOBA,john ,,TRUE,TRUE
10/27/2022 20:52:48,THAI,,MILK,25%,25%,,Thea,,TRUE,TRUE
10/27/2022 20:53:20,SPECIAL,,,100%,50%,BOBA,Olivia,,TRUE,TRUE
10/27/2022 20:54:16,JSMN,"MNGO, PSNFRT",,25%,50%,POPPIN,kim,,TRUE,TRUE
10/27/2022 20:55:17,JSMN,,MILK,100%,75%,BOBA,amy 1 ,,TRUE,TRUE
10/27/2022 20:55:41,JSMN,PCH,,25%,75%,LYCHEE,amy 2 ,,TRUE,TRUE
10/27/2022 20:55:59,JSMN,PCH,,25%,75%,LYCHEE,amy 3,,TRUE,TRUE
10/27/2022 20:56:59,BLK,ROSE,MILK,50%,75%,"LYCHEE, POPPIN",aj ,,TRUE,TRUE
10/27/2022 20:58:17,TARO,,Oat,50%,50%,BOBA,claire ,,TRUE,TRUE
10/27/2022 20:58:51,JSMN,"MNGO, PSNFRT",,25%,75%,LYCHEE,grace ,,TRUE,TRUE
10/27/2022 20:59:19,SPECIAL,,,,,BOBA,maika,,TRUE,TRUE
10/27/2022 20:59:55,SPECIAL,,,,,BOBA,erin ,,TRUE,TRUE
10/27/2022 21:00:23,SPECIAL,,,,,LYCHEE,alison ,,TRUE,TRUE
10/27/2022 21:01:17,SPECIAL,,,,,POPPIN,mellie,,TRUE,TRUE
10/27/2022 21:02:20,JSMN,,MILK,25%,75%,,sebastian 1,,TRUE,TRUE
10/27/2022 21:03:08,JSMN,,MILK,,,,sebstian 2,,TRUE,TRUE
10/27/2022 21:04:20,BSL,,MILK,,,BOBA,kishore,,TRUE,TRUE
10/27/2022 21:05:15,DTYMTCH,,MILK,25%,,,serena ,,TRUE,TRUE
10/27/2022 21:06:03,BSL,,Almond,,,BOBA,adrian ,,TRUE,TRUE
10/27/2022 21:06:44,THAI,,MILK,50%,50%,BOBA,alexandra ,,TRUE,TRUE
10/27/2022 21:07:15,SPECIAL,,,25%,50%,BOBA,ella ,,TRUE,TRUE
10/27/2022 21:08:02,JSMN,MNGO,,0%,50%,BOBA,zheous ,,TRUE,TRUE
10/27/2022 21:09:23,DTYMTCH,,MILK,,,BOBA,sherya ,,TRUE,TRUE
10/27/2022 21:09:47,DTYMTCH,,MILK,,,BOBA,marcella ,,TRUE,TRUE
10/27/2022 21:10:33,JSMN,PSNFRT,,25%,100%,LYCHEE,cassidy ,,TRUE,TRUE
10/27/2022 21:11:23,BLK,,MILK,50%,50%,BOBA,patrick ,,TRUE,TRUE
10/27/2022 21:12:13,SPECIAL,,,,,BOBA,isabel,,TRUE,TRUE
10/27/2022 21:16:06,SPECIAL,,,50%,100%,BOBA,larissa ,,TRUE,TRUE
10/27/2022 21:23:16,SPECIAL,,,,,BOBA,allan ,,TRUE,TRUE
10/27/2022 21:23:27,SPECIAL,,,,,BOBA,david ,,TRUE,TRUE
10/27/2022 21:25:07,SPECIAL,,,25%,75%,LYCHEE,bella ,,TRUE,TRUE
10/27/2022 21:25:40,SPECIAL,,,25%,100%,BOBA,gerrit 1,,TRUE,TRUE
10/27/2022 21:26:08,SPECIAL,,,25%,75%,BOBA,gerrit 2 ,,TRUE,TRUE
10/27/2022 21:27:28,SPECIAL,,,25%,75%,BOBA,camille ,,TRUE,TRUE
10/27/2022 21:28:47,MTCH,,MILK,,,BOBA,kai ,,TRUE,TRUE
10/27/2022 21:30:00,OLNG,"HNY, PCH",,0%,25%,BOBA,angel ,,TRUE,TRUE
10/27/2022 21:30:31,SPECIAL,,,,,BOBA,kendra 1,,TRUE,TRUE
10/27/2022 21:30:52,THAI,,MILK,25%,100%,BOBA,kendra 2 ,,TRUE,TRUE
10/27/2022 21:32:09,MTCH,,Almond,25%,,BOBA,sultan ,,TRUE,TRUE
10/27/2022 21:32:57,JSMN,MNGO,,25%,50%,BOBA,katelyn ,,TRUE,TRUE
10/27/2022 21:35:09,JSMN,PSNFRT,,0%,50%,LYCHEE,max ,,TRUE,TRUE
10/27/2022 21:37:19,MTCH,,MILK,,,LYCHEE,s.puree - christine ,,TRUE,TRUE
10/27/2022 21:37:58,SPECIAL,,,0%,,,grace,,TRUE,TRUE
10/27/2022 21:38:51,JSMN,WNTML,MILK,50%,50%,LYCHEE,allan ,,TRUE,TRUE
10/27/2022 21:40:38,JSMN,"MNGO, PSNFRT",,,50%,POPPIN,sage ,,TRUE,TRUE
10/27/2022 21:42:47,THAI,,MILK,25%,100%,POPPIN,nick ,,TRUE,TRUE
10/27/2022 21:43:55,JSMN,"KQ, ROSE",,50%,75%,LYCHEE,reia ,,TRUE,TRUE
10/27/2022 21:45:15,JSMN,,MILK,25%,50%,,eleni ,,TRUE,FALSE
10/27/2022 21:46:22,SPECIAL,,,,,,munique ,, c,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
,,,,,,,,,FALSE,FALSE
